白扁豆	薏苡仁	31
白扁豆	茵陈	3
白扁豆	淫羊藿	1
白扁豆	玉竹	1
白扁豆	郁金	1
白扁豆	远志	1
白扁豆	泽兰	2
白扁豆	泽泻	14
白扁豆	知母	1
白扁豆	栀子	3
白扁豆	枳壳	12
白扁豆	枳实	6
白扁豆	紫花地丁	1
白扁豆	紫苏叶	6
白扁豆	紫苏子	2
白附子	白蔹	1
白附子	白芍	7
白附子	白术	9
白附子	白鲜皮	2
白附子	白芷	7
白附子	半夏	5
白附子	薄荷	10
白附子	荜茇	1
白附子	荜澄茄	1
白附子	槟榔	1
白附子	冰片	21
白附子	补骨脂	1
白附子	苍术	1
白附子	草豆蔻	1
白附子	草乌	5
白附子	柴胡	1
白附子	常山	1
白附子	沉香	3
白附子	陈皮	6
白附子	赤芍	7
白附子	川贝母	3
白附子	川木通	1
白附子	川乌	3
白附子	川芎	9
白附子	大黄	5
白附子	丹参	2
白附子	当归	12
白附子	地骨皮	1
白附子	独活	5
白附子	杜仲	1
白附子	防风	23
白附子	附子	4
白附子	甘松	1
白附子	甘遂	1
白附子	葛根	2
白附子	钩藤	13
白附子	骨碎补	2
白附子	广藿香	3
白附子	桂枝	6
白附子	海风藤	3
白附子	红参	1
白附子	红花	8
白附子	厚朴	3
白附子	花椒	1
白附子	化橘红	1
白附子	槐花	1
白附子	黄柏	2
白附子	黄连	5
白附子	黄芪	4
白附子	黄芩	6
白附子	鸡血藤	2
白附子	荆芥	3
白附子	决明子	1
白附子	苦地丁	1
白附子	苦杏仁	1
白附子	连翘	1
白附子	莲子心	1
白附子	麻黄	5
白附子	木鳖子	1
白附子	木香	5
白附子	牛蒡子	1
白附子	蒲公英	1
白附子	前胡	1
白附子	羌活	8
白附子	人参	2
白附子	肉桂	2
白附子	乳香	4
白附子	三七	3
白附子	砂仁	1
白附子	山豆根	1
白附子	山楂	1
白附子	蛇床子	1
白附子	生姜	1
白附子	石菖蒲	2
白附子	檀香	1
白附子	天花粉	3
白附子	天南星	4
白附子	天竺黄	13
白附子	威灵仙	4
白附子	乌药	1
白附子	细辛	6
白附子	续断	2
白附子	玄参	3
白附子	淫羊藿	1
白附子	郁金	1
白附子	远志	1
白附子	泽泻	2
白附子	知母	1
白附子	栀子	4
白附子	枳壳	3
白附子	枳实	2
白附子	猪牙皂	6
白附子	紫草	1
白附子	紫苏叶	4
白附子	紫苏子	1
白及	白蔹	6
白及	白茅根	1
白及	白前	1
白及	白芍	13
白及	白术	6
白及	白薇	1
白及	白芷	18
白及	百部	20
白及	百合	9
白及	半夏	2
白及	半枝莲	1
白及	薄荷	1
白及	北沙参	4
白及	荜茇	1
白及	槟榔	1
白及	冰片	13
白及	补骨脂	1
白及	苍耳子	2
白及	苍术	3
白及	草豆蔻	1
白及	草乌	2
白及	侧柏叶	3
白及	柴胡	2
白及	沉香	5
白及	陈皮	12
白及	赤芍	11
白及	川贝母	8
白及	川楝子	2
白及	川乌	4
白及	川芎	6
白及	穿心莲	1
白及	大黄	16
白及	大青叶	1
白及	大蒜	1
白及	大枣	1
白及	大皂角	2
白及	丹参	5
白及	当归	9
白及	灯盏细辛	3
白及	地骨皮	4
白及	地黄	5
白及	地榆	3
白及	丁香	3
白及	豆蔻	3
白及	独活	2
白及	杜仲	1
白及	防风	10
白及	防己	1
白及	佛手	4
白及	附子	1
白及	干姜	2
白及	高良姜	3
白及	葛根	1
白及	钩藤	2
白及	骨碎补	4
白及	瓜蒌	1
白及	广藿香	1
白及	桂枝	3
白及	海风藤	1
白及	何首乌	1
白及	红参	3
白及	红花	5
白及	厚朴	3
白及	胡椒	2
白及	虎杖	4
白及	化橘红	3
白及	槐角	1
白及	黄柏	2
白及	黄连	9
白及	黄芪	16
白及	黄芩	3
白及	降香	1
白及	金铁锁	3
白及	金银花	2
白及	荆芥	1
白及	救必应	1
白及	苦参	3
白及	苦杏仁	4
白及	款冬花	2
白及	莱菔子	1
白及	连翘	6
白及	芦荟	1
白及	麻黄	3
白及	马齿苋	4
白及	马钱子	3
白及	麦冬	6
白及	蔓荆子	1
白及	墨旱莲	2
白及	牡丹皮	3
白及	木鳖子	3
白及	木瓜	5
白及	木香	12
白及	南五味子	1
